locality,street,rooms,area,price_total_zl,price_sqm_zl,owner_type,date_posted,photo_count,url,image_url
Gdańsk Morena,ul. Franciszka Zabłockiego,2,42,599000,14127,Bez pośredników,ponad tydzień temu,4,https://adresowo.pl/o/mieszkanie-gdansk-morena-ul-franciszka-zablockiego-2-pokojowe-z7j6u0,https://s2.adresowa.pl/oi/77/6f/3a6d70_9964_cover-2-pokojowe-mieszkanie-gdansk-morena-ul-franciszka-zablockiego.jpg
Gdańsk Osowa,ul. Marsa,3,63,789000,12524,Bez pośredników,ponad tydzień temu,17,https://adresowo.pl/o/mieszkanie-gdansk-osowa-ul-marsa-3-pokojowe-m3r4r6,https://s2.adresowa.pl/oi/4d/39/3a6d3c_850d_cover-3-pokojowe-mieszkanie-gdansk-osowa-ul-marsa.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Gdańsk Wrzeszcz,al. Grunwaldzka,2,42,549000,13071,Oferta biura nieruchomości,ponad tydzień temu,6,https://adresowo.pl/o/mieszkanie-gdansk-wrzeszcz-al-grunwaldzka-2-pokojowe-f3k2w7,https://s2.adresowa.pl/oi/3d/60/3a68e4_e37d_cover-2-pokojowe-mieszkanie-gdansk-wrzeszcz-al-grunwaldzka.jpg
Gdańsk Brzeźno,ul. Konrada Korzeniowskiego,3,45,720000,16000,Oferta biura nieruchomości,ponad tydzień temu,22,https://adresowo.pl/o/mieszkanie-gdansk-brzezno-ul-konrada-korzeniowskiego-3-pokojowe-r9b4i0,https://s2.adresowa.pl/oi/76/7b/3a672e_540e_cover-3-pokojowe-mieszkanie-gdansk-brzezno-ul-konrada-korzeniowskiego.jpg
Gdańsk Piecki,ul. Myśliwska,2,54,745000,13925,Bez pośredników,ponad tydzień temu,13,https://adresowo.pl/o/mieszkanie-gdansk-piecki-ul-mysliwska-2-pokojowe-l3t0z3,https://s2.adresowa.pl/oi/5e/1b/3a6cc8_6046_cover-2-pokojowe-mieszkanie-gdansk-piecki-ul-mysliwska.jpg
Gdańsk Stogi,ul. Skiby,3,52,599000,11519,Bez pośredników,ponad tydzień temu,15,https://adresowo.pl/o/mieszkanie-gdansk-stogi-ul-skiby-3-pokojowe-p4y9y9,https://s2.adresowa.pl/oi/1f/3a/3a69b2_c89e_cover-3-pokojowe-mieszkanie-gdansk-stogi-ul-skiby.jpg
Gdańsk Ujeścisko,ul. Cedrowa,3,50,678000,13623,Bez pośredników,ponad tydzień temu,19,https://adresowo.pl/o/mieszkanie-gdansk-ujescisko-ul-cedrowa-3-pokojowe-y8i1w7,https://s2.adresowa.pl/oi/20/20/3a65a8_6e0e_cover-3-pokojowe-mieszkanie-gdansk-ujescisko-ul-cedrowa.jpg
Gdańsk Przymorze,ul. Jagiellońska,2,46,700000,15217,Oferta biura nieruchomości,ponad tydzień temu,13,https://adresowo.pl/o/mieszkanie-gdansk-przymorze-ul-jagiellonska-2-pokojowe-h3i0j5,https://s2.adresowa.pl/oi/6a/14/3a672c_65b5_cover-2-pokojowe-mieszkanie-gdansk-przymorze-ul-jagiellonska.jpg
Gdańsk Wrzeszcz,ul. Jaśkowa Dolina,6,170,3999000,23524,Oferta biura nieruchomości,ponad tydzień temu,42,https://adresowo.pl/o/mieszkanie-gdansk-wrzeszcz-ul-jaskowa-dolina-6-pokojowe-i2g1x6,https://s2.adresowa.pl/oi/32/7f/3a6720_9f81_cover-6-pokojowe-mieszkanie-gdansk-wrzeszcz-ul-jaskowa-dolina.jpg
Gdańsk Żabianka,ul. Gospody,3,57,730000,12807,Bez pośredników,ponad tydzień temu,5,https://adresowo.pl/o/mieszkanie-gdansk-zabianka-ul-gospody-3-pokojowe-b8r2u5,https://s2.adresowa.pl/oi/2f/17/3a6428_f6b2_cover-3-pokojowe-mieszkanie-gdansk-zabianka-ul-gospody.jpg
Gdańsk Przymorze,,2,38,830000,21958,Bez pośredników,ponad tydzień temu,13,https://adresowo.pl/o/mieszkanie-gdansk-przymorze-2-pokojowe-37-m2-f8z6l0,https://s2.adresowa.pl/oi/7e/28/3a6332_be23_cover-2-pokojowe-mieszkanie-gdansk-przymorze.jpg
Gdańsk Przymorze,ul. Jagiellońska,2,38,575000,15132,Bez pośredników,ponad tydzień temu,5,https://adresowo.pl/o/mieszkanie-gdansk-przymorze-ul-jagiellonska-2-pokojowe-n2i2u0,https://s2.adresowa.pl/oi/77/42/3a5ffa_bbd2_cover-2-pokojowe-mieszkanie-gdansk-przymorze-ul-jagiellonska.jpg
Gdańsk Śródmieście,ul. Kaletnicza,2,49,800000,16194,Oferta biura nieruchomości,ponad tydzień temu,20,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-kaletnicza-2-pokojowe-t7d4u0,https://s2.adresowa.pl/oi/3d/7e/3a6710_4584_cover-2-pokojowe-mieszkanie-gdansk-srodmiescie-ul-kaletnicza.jpg
Gdańsk Zaspa,ul. Startowa,1,27,513000,19071,Oferta biura nieruchomości,ponad tydzień temu,11,https://adresowo.pl/o/mieszkanie-gdansk-zaspa-ul-startowa-1-pokoj-k5v0l3,https://s2.adresowa.pl/oi/77/30/3a6714_878c_cover-1-pokojowe-mieszkanie-gdansk-zaspa-ul-startowa.jpg
Gdańsk Jasień,ul. Lawendowe Wzgórze,3,56,810000,14555,Bez pośredników,ponad tydzień temu,20,https://adresowo.pl/o/mieszkanie-gdansk-jasien-ul-lawendowe-wzgorze-3-pokojowe-u5t9k3,https://s2.adresowa.pl/oi/1a/62/3a5f8e_9f24_cover-3-pokojowe-mieszkanie-gdansk-jasien-ul-lawendowe-wzgorze.jpg
Gdańsk Śródmieście,ul. Mostek,1,26,559900,21535,Bez pośredników,ponad tydzień temu,5,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-mostek-1-pokoj-v2o5h0,https://s2.adresowa.pl/oi/78/31/3a5e06_35d8_cover-1-pokojowe-mieszkanie-gdansk-srodmiescie-ul-mostek.jpg
Gdańsk Śródmieście,ul. Mostek,1,27,459900,17033,Bez pośredników,ponad tydzień temu,4,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-mostek-1-pokoj-f9r0w5,https://s2.adresowa.pl/oi/6a/29/3a5db0_9a32_cover-1-pokojowe-mieszkanie-gdansk-srodmiescie-ul-mostek.jpg
Gdańsk Siedlce,ul. Zielony Stok,2,59,670000,11395,Oferta biura nieruchomości,ponad tydzień temu,20,https://adresowo.pl/o/mieszkanie-gdansk-siedlce-ul-zielony-stok-2-pokojowe-q6i9y0,https://s2.adresowa.pl/oi/78/4f/3a66e4_5c8f_cover-2-pokojowe-mieszkanie-gdansk-siedlce-ul-zielony-stok.jpg
Gdańsk Stogi,ul. Wrzosy,2,36,459000,12680,Oferta biura nieruchomości,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-gdansk-stogi-ul-wrzosy-2-pokojowe-a6s9a5,https://s2.adresowa.pl/oi/7f/6d/3a5f20_5a96_cover-2-pokojowe-mieszkanie-gdansk-stogi-ul-wrzosy.jpg
Gdańsk Niedźwiednik,ul. Góralska,3,48,589000,12271,Bez pośredników,ponad tydzień temu,15,https://adresowo.pl/o/mieszkanie-gdansk-niedzwiednik-ul-goralska-3-pokojowe-d1f7k6,https://s2.adresowa.pl/oi/1c/7c/3a5cf6_fcdd_cover-3-pokojowe-mieszkanie-gdansk-niedzwiednik-ul-goralska.jpg
Gdańsk Jasień,ul. Aleksandry Gabrysiak,3,42,635000,15119,Bez pośredników,ponad tydzień temu,10,https://adresowo.pl/o/mieszkanie-gdansk-jasien-ul-aleksandry-gabrysiak-3-pokojowe-w0q5d6,https://s2.adresowa.pl/oi/14/7a/3a5a7a_546f_cover-3-pokojowe-mieszkanie-gdansk-jasien-ul-aleksandry-gabrysiak.jpg
Gdańsk Śródmieście,,2,41,759000,18512,Bez pośredników,ponad tydzień temu,15,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-2-pokojowe-41-m2-b8n6x6,https://s2.adresowa.pl/oi/59/41/3a5a52_e137_cover-2-pokojowe-mieszkanie-gdansk-srodmiescie.jpg
Gdańsk Żabianka,al. Grunwaldzka,1,30,429000,14444,Oferta biura nieruchomości,ponad tydzień temu,14,https://adresowo.pl/o/mieszkanie-gdansk-zabianka-al-grunwaldzka-1-pokoj-w5t4m2,https://s2.adresowa.pl/oi/7b/3d/3a5f12_b442_cover-1-pokojowe-mieszkanie-gdansk-zabianka-al-grunwaldzka.jpg
Gdańsk Orunia,,2,38,553934,14543,Oferta biura nieruchomości,ponad tydzień temu,11,https://adresowo.pl/o/mieszkanie-gdansk-orunia-2-pokojowe-38-m2-r4n5m7,https://s2.adresowa.pl/oi/23/69/3a5d8e_a14a_cover-2-pokojowe-mieszkanie-gdansk-orunia.jpg
Gdańsk Chełm,ul. Rogalińska,3,80,1100000,13750,Bez pośredników,ponad tydzień temu,20,https://adresowo.pl/o/mieszkanie-gdansk-chelm-ul-rogalinska-3-pokojowe-z9m9u5,https://s2.adresowa.pl/oi/39/6e/3a5a26_b331_cover-3-pokojowe-mieszkanie-gdansk-chelm-ul-rogalinska.jpg
Gdańsk Oliwa,ul. Bitwy Oliwskiej,3,56,899000,16054,Bez pośredników,ponad tydzień temu,16,https://adresowo.pl/o/mieszkanie-gdansk-oliwa-ul-bitwy-oliwskiej-3-pokojowe-t1m8d8,https://s2.adresowa.pl/oi/3a/51/3a577e_db2c_cover-3-pokojowe-mieszkanie-gdansk-oliwa-ul-bitwy-oliwskiej.jpg
Gdańsk Morena,ul. Magellana,3,64,899000,14047,Bez pośredników,ponad tydzień temu,1,https://adresowo.pl/o/mieszkanie-gdansk-morena-ul-magellana-3-pokojowe-a4x8s0,https://s2.adresowa.pl/oi/63/7d/3a56ca_f74a_cover-3-pokojowe-mieszkanie-gdansk-morena-ul-magellana.jpg
Gdańsk Aniołki,,2,42,778668,18700,Oferta biura nieruchomości,ponad tydzień temu,7,https://adresowo.pl/o/mieszkanie-gdansk-aniolki-2-pokojowe-41-m2-z3q9v3,https://s2.adresowa.pl/oi/34/62/3a5d84_a095_cover-2-pokojowe-mieszkanie-gdansk-aniolki.jpg
Gdańsk Jasień,ul. Konrada Guderskiego,2,33,399000,12161,Oferta biura nieruchomości,ponad tydzień temu,21,https://adresowo.pl/o/mieszkanie-gdansk-jasien-ul-konrada-guderskiego-2-pokojowe-n3o1b4,https://s2.adresowa.pl/oi/4e/72/3a54d6_bafd_cover-2-pokojowe-mieszkanie-gdansk-jasien-ul-konrada-guderskiego.jpg
Gdańsk Łostowice,ul. Niepołomicka,2,34,460000,13529,Bez pośredników,ponad tydzień temu,16,https://adresowo.pl/o/mieszkanie-gdansk-lostowice-ul-niepolomicka-2-pokojowe-a1y1n1,https://s2.adresowa.pl/oi/62/56/3a564c_8dc7_cover-2-pokojowe-mieszkanie-gdansk-lostowice-ul-niepolomicka.jpg
Gdańsk Brzeźno,ul. Gdańska,3,64,1550000,24219,Bez pośredników,ponad tydzień temu,12,https://adresowo.pl/o/mieszkanie-gdansk-brzezno-ul-gdanska-3-pokojowe-u7j1i6,https://s2.adresowa.pl/oi/55/6d/3a2b54_b03c_cover-3-pokojowe-mieszkanie-gdansk-brzezno-ul-gdanska.jpg
Gdańsk Osowa,ul. Galaktyczna,3,56,669000,11968,Bez pośredników,ponad tydzień temu,20,https://adresowo.pl/o/mieszkanie-gdansk-osowa-ul-galaktyczna-3-pokojowe-z5o5r4,https://s2.adresowa.pl/oi/3a/30/3a4f4a_6e33_cover-3-pokojowe-mieszkanie-gdansk-osowa-ul-galaktyczna.jpg
Gdańsk Śródmieście,ul. Stefanii Sempołowskiej,2,38,449999,11968,Oferta biura nieruchomości,ponad tydzień temu,5,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-stefanii-sempolowskiej-2-pokojowe-l3p2b0,https://s2.adresowa.pl/oi/39/1b/3a54c6_85f9_cover-2-pokojowe-mieszkanie-gdansk-srodmiescie-ul-stefanii-sempolowskiej.jpg
Gdańsk Śródmieście,ul. Szuwary,2,30,470000,15615,Oferta biura nieruchomości,ponad tydzień temu,10,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-szuwary-2-pokojowe-e1n3a7,https://s2.adresowa.pl/oi/4c/6b/3a54c0_764a_cover-2-pokojowe-mieszkanie-gdansk-srodmiescie-ul-szuwary.jpg
Gdańsk Żabianka,ul. Pomorska,3,47,678000,14426,Bez pośredników,ponad tydzień temu,7,https://adresowo.pl/o/mieszkanie-gdansk-zabianka-ul-pomorska-3-pokojowe-n3x2k0,https://s2.adresowa.pl/oi/66/3a/3a4ed0_f246_cover-3-pokojowe-mieszkanie-gdansk-zabianka-ul-pomorska.jpg
Gdańsk Piecki,ul. Warneńska,2,50,599000,11980,Bez pośredników,ponad tydzień temu,6,https://adresowo.pl/o/mieszkanie-gdansk-piecki-ul-warnenska-2-pokojowe-y4n5r7,https://s2.adresowa.pl/oi/33/4e/3a4d64_bb6e_cover-2-pokojowe-mieszkanie-gdansk-piecki-ul-warnenska.jpg
Gdańsk Stogi,ul. Tamka,3,55,699500,12718,Bez pośredników,ponad tydzień temu,20,https://adresowo.pl/o/mieszkanie-gdansk-stogi-ul-tamka-3-pokojowe-g9k3e2,https://s2.adresowa.pl/oi/17/73/3a4a6e_edb7_cover-3-pokojowe-mieszkanie-gdansk-stogi-ul-tamka.jpg
Gdańsk Stogi,ul. Szpaki,1,29,389000,13601,Oferta biura nieruchomości,ponad tydzień temu,9,https://adresowo.pl/o/mieszkanie-gdansk-stogi-ul-szpaki-1-pokoj-w3y0r1,https://s2.adresowa.pl/oi/61/2f/3a54a0_9887_cover-1-pokojowe-mieszkanie-gdansk-stogi-ul-szpaki.jpg
Gdańsk Brzeźno,ul. Dworska,1,26,415000,15962,Oferta biura nieruchomości,ponad tydzień temu,6,https://adresowo.pl/o/mieszkanie-gdansk-brzezno-ul-dworska-1-pokoj-q4o3k3,https://s2.adresowa.pl/oi/53/46/3a549c_8ee5_cover-1-pokojowe-mieszkanie-gdansk-brzezno-ul-dworska.jpg
Gdańsk Chełm,ul. Olimpijska,2,50,569000,11380,Bez pośredników,ponad tydzień temu,5,https://adresowo.pl/o/mieszkanie-gdansk-chelm-ul-olimpijska-2-pokojowe-k8d7x8,https://s2.adresowa.pl/oi/6f/2d/3a4846_ca8e_cover-2-pokojowe-mieszkanie-gdansk-chelm-ul-olimpijska.jpg
Gdańsk Przymorze,ul. Chłopska,1,27,429000,15889,Bez pośredników,ponad tydzień temu,6,https://adresowo.pl/o/mieszkanie-gdansk-przymorze-ul-chlopska-1-pokoj-e9m2s9,https://s2.adresowa.pl/oi/42/5e/3a47c0_ee25_cover-1-pokojowe-mieszkanie-gdansk-przymorze-ul-chlopska.jpg
Gdańsk Przymorze,ul. Bzowa,2,37,680000,18378,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-gdansk-przymorze-ul-bzowa-2-pokojowe-f0p4v8,https://s2.adresowa.pl/oi/7b/45/3a44fe_afcf_cover-2-pokojowe-mieszkanie-gdansk-przymorze-ul-bzowa.jpg
Gdańsk Długie Ogrody,ul. Długie Ogrody,1,31,669000,21581,Oferta biura nieruchomości,ponad tydzień temu,19,https://adresowo.pl/o/mieszkanie-gdansk-dlugie-ogrody-ul-dlugie-ogrody-1-pokoj-a3t0c4,https://s2.adresowa.pl/oi/18/63/3a5498_345f_cover-1-pokojowe-mieszkanie-gdansk-dlugie-ogrody-ul-dlugie-ogrody.jpg
Gdańsk Orunia,ul. Diamentowa,2,36,435000,12083,Oferta biura nieruchomości,ponad tydzień temu,10,https://adresowo.pl/o/mieszkanie-gdansk-orunia-ul-diamentowa-2-pokojowe-x2t0q6,https://s2.adresowa.pl/oi/66/34/3a5494_3549_cover-2-pokojowe-mieszkanie-gdansk-orunia-ul-diamentowa.jpg
Gdańsk Orunia Górna,ul. Niepołomicka,3,51,665000,13124,Bez pośredników,ponad tydzień temu,16,https://adresowo.pl/o/mieszkanie-gdansk-orunia-gorna-ul-niepolomicka-3-pokojowe-z5t3p6,https://s2.adresowa.pl/oi/2e/17/3a44c0_80de_cover-3-pokojowe-mieszkanie-gdansk-orunia-gorna-ul-niepolomicka.jpg
Gdańsk Przymorze,al. Rzeczypospolitej,3,38,570000,15000,Bez pośredników,ponad tydzień temu,15,https://adresowo.pl/o/mieszkanie-gdansk-przymorze-al-rzeczypospolitej-3-pokojowe-k7m5n2,https://s2.adresowa.pl/oi/39/50/3a4388_a7d3_cover-3-pokojowe-mieszkanie-gdansk-przymorze-al-rzeczypospolitej.jpg
Gdańsk Letnica,ul. Letnicka,2,44,799000,18159,Bez pośredników,ponad tydzień temu,12,https://adresowo.pl/o/mieszkanie-gdansk-letnica-ul-letnicka-2-pokojowe-k5c8b5,https://s2.adresowa.pl/oi/16/3e/3a430c_3258_cover-2-pokojowe-mieszkanie-gdansk-letnica-ul-letnicka.jpg
Gdańsk Orunia,ul. Rubinowa,2,42,479000,11405,Oferta biura nieruchomości,ponad tydzień temu,10,https://adresowo.pl/o/mieszkanie-gdansk-orunia-ul-rubinowa-2-pokojowe-x7n7a5,https://s2.adresowa.pl/oi/34/4c/3a5492_f646_cover-2-pokojowe-mieszkanie-gdansk-orunia-ul-rubinowa.jpg
Gdańsk Chełm,ul. Wawelska,1,34,489000,14382,Oferta biura nieruchomości,ponad tydzień temu,10,https://adresowo.pl/o/mieszkanie-gdansk-chelm-ul-wawelska-1-pokoj-j1p2v8,https://s2.adresowa.pl/oi/4f/68/3a5486_6ad4_cover-1-pokojowe-mieszkanie-gdansk-chelm-ul-wawelska.jpg
Gdańsk Jelitkowo,ul. Jakuba Wejhera,4,92,1799000,19554,Bez pośredników,ponad tydzień temu,17,https://adresowo.pl/o/mieszkanie-gdansk-jelitkowo-ul-jakuba-wejhera-4-pokojowe-d0t0f8,https://s2.adresowa.pl/oi/1d/39/3a42b0_89d0_cover-4-pokojowe-mieszkanie-gdansk-jelitkowo-ul-jakuba-wejhera.jpg
Gdańsk Ujeścisko,ul. kmdr. Tadeusza Bramińskiego,2,45,720000,16000,Bez pośredników,ponad tydzień temu,15,https://adresowo.pl/o/mieszkanie-gdansk-ujescisko-ul-kmdr-tadeusza-braminskiego-2-pokojowe-f9v4h3,https://s2.adresowa.pl/oi/47/5b/3a4096_9051_cover-2-pokojowe-mieszkanie-gdansk-ujescisko-ul-kmdr-tadeusza-braminskiego.jpg
Gdańsk Wrzeszcz,ul. Partyzantów,2,47,870975,18375,Bez pośredników,ponad tydzień temu,15,https://adresowo.pl/o/mieszkanie-gdansk-wrzeszcz-ul-partyzantow-2-pokojowe-h0a6d3,https://s2.adresowa.pl/oi/58/1e/3a3ebe_7b0e_cover-2-pokojowe-mieszkanie-gdansk-wrzeszcz-ul-partyzantow.jpg
Gdańsk Letnica,ul. Starowiejska,1,30,539000,17967,Oferta biura nieruchomości,ponad tydzień temu,12,https://adresowo.pl/o/mieszkanie-gdansk-letnica-ul-starowiejska-1-pokoj-s9j6s1,https://s2.adresowa.pl/oi/40/64/3a548c_4d4e_cover-1-pokojowe-mieszkanie-gdansk-letnica-ul-starowiejska.jpg
Gdańsk Nowy Port,ul. Oliwska,2,34,450000,13235,Oferta biura nieruchomości,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-gdansk-nowy-port-ul-oliwska-2-pokojowe-p1t4a5,https://s2.adresowa.pl/oi/77/10/3a5484_6f4b_cover-2-pokojowe-mieszkanie-gdansk-nowy-port-ul-oliwska.jpg
Gdańsk Śródmieście,ul. Robotnicza,2,53,545000,10283,Bez pośredników,ponad tydzień temu,7,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-robotnicza-2-pokojowe-d0t4k5,https://s2.adresowa.pl/oi/61/6d/3a3ea0_a176_cover-2-pokojowe-mieszkanie-gdansk-srodmiescie-ul-robotnicza.jpg
Gdańsk Przymorze,ul. Bolesława Krzywoustego,4,98,2499000,25474,Bez pośredników,ponad tydzień temu,20,https://adresowo.pl/o/mieszkanie-gdansk-przymorze-ul-boleslawa-krzywoustego-4-pokojowe-x3y5h4,https://s2.adresowa.pl/oi/15/72/3a3db2_8efd_cover-4-pokojowe-mieszkanie-gdansk-przymorze-ul-boleslawa-krzywoustego.jpg
Gdańsk Przymorze,ul. Jagiellońska,2,45,675000,15000,Bez pośredników,ponad tydzień temu,10,https://adresowo.pl/o/mieszkanie-gdansk-przymorze-ul-jagiellonska-2-pokojowe-h4e7q3,https://s2.adresowa.pl/oi/49/48/3a3b9e_bfee_cover-2-pokojowe-mieszkanie-gdansk-przymorze-ul-jagiellonska.jpg
Gdańsk Kowale,ul. Heliosa,1,27,399000,14778,Oferta biura nieruchomości,ponad tydzień temu,11,https://adresowo.pl/o/mieszkanie-gdansk-kowale-ul-heliosa-1-pokoj-p4m9s1,https://s2.adresowa.pl/oi/61/50/3a5480_b872_cover-1-pokojowe-mieszkanie-gdansk-kowale-ul-heliosa.jpg
Gdańsk Stogi,ul. Zimna,1,26,389000,14740,Oferta biura nieruchomości,ponad tydzień temu,10,https://adresowo.pl/o/mieszkanie-gdansk-stogi-ul-zimna-1-pokoj-l3g8p2,https://s2.adresowa.pl/oi/65/22/3a547c_c934_cover-1-pokojowe-mieszkanie-gdansk-stogi-ul-zimna.jpg
Gdańsk Zaspa,al. Jana Pawła II,2,49,870000,17755,Bez pośredników,ponad tydzień temu,10,https://adresowo.pl/o/mieszkanie-gdansk-zaspa-al-jana-pawla-ii-2-pokojowe-l6e6t3,https://s2.adresowa.pl/oi/1d/13/3a3898_dd50_cover-2-pokojowe-mieszkanie-gdansk-zaspa-al-jana-pawla-ii.jpg
Gdańsk Siedlce,ul. Zakopiańska,3,64,849000,13266,Bez pośredników,ponad tydzień temu,16,https://adresowo.pl/o/mieszkanie-gdansk-siedlce-ul-zakopianska-3-pokojowe-w2l3c4,https://s2.adresowa.pl/oi/78/1d/3a36d8_abaa_cover-3-pokojowe-mieszkanie-gdansk-siedlce-ul-zakopianska.jpg
Gdańsk Ujeścisko,ul. Jeleniogórska,3,46,585000,12723,Bez pośredników,ponad tydzień temu,16,https://adresowo.pl/o/mieszkanie-gdansk-ujescisko-ul-jeleniogorska-3-pokojowe-p5s3i8,https://s2.adresowa.pl/oi/5e/73/3a34c2_6b62_cover-3-pokojowe-mieszkanie-gdansk-ujescisko-ul-jeleniogorska.jpg
Gdańsk Orunia,ul. Niepołomicka,1,28,415000,14821,Oferta biura nieruchomości,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-gdansk-orunia-ul-niepolomicka-1-pokoj-c7w0y4,https://s2.adresowa.pl/oi/28/39/3a5478_5a24_cover-1-pokojowe-mieszkanie-gdansk-orunia-ul-niepolomicka.jpg
Gdańsk Jasień,ul. Potęgowska,3,68,809000,11847,Oferta biura nieruchomości,ponad tydzień temu,22,https://adresowo.pl/o/mieszkanie-gdansk-jasien-ul-potegowska-3-pokojowe-h8g4t4,https://s2.adresowa.pl/oi/71/61/3a5474_536a_cover-3-pokojowe-mieszkanie-gdansk-jasien-ul-potegowska.jpg
Gdańsk Śródmieście,ul. Korzenna,2,31,550000,17742,Bez pośredników,ponad tydzień temu,4,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-korzenna-2-pokojowe-n4b7c5,https://s2.adresowa.pl/oi/53/10/3a347c_97ef_cover-2-pokojowe-mieszkanie-gdansk-srodmiescie-ul-korzenna.jpg
Gdańsk,ul. Jana Sobieskiego,2,43,550000,12791,Bez pośredników,ponad tydzień temu,7,https://adresowo.pl/o/mieszkanie-gdansk-ul-jana-sobieskiego-2-pokojowe-q3t0s5,https://s2.adresowa.pl/oi/40/7f/3a3112_f75f_cover-2-pokojowe-mieszkanie-gdansk-ul-jana-sobieskiego.jpg
Gdańsk Żabianka,,2,42,620000,14762,Bez pośredników,ponad tydzień temu,9,https://adresowo.pl/o/mieszkanie-gdansk-zabianka-2-pokojowe-42-m2-n1z0x2,https://s2.adresowa.pl/oi/17/3c/3a3054_9bf2_cover-2-pokojowe-mieszkanie-gdansk-zabianka.jpg
Gdańsk Orunia,ul. Koralowa,2,37,549000,14838,Oferta biura nieruchomości,ponad tydzień temu,9,https://adresowo.pl/o/mieszkanie-gdansk-orunia-ul-koralowa-2-pokojowe-o5c8k0,https://s2.adresowa.pl/oi/5a/27/3a5468_58fe_cover-2-pokojowe-mieszkanie-gdansk-orunia-ul-koralowa.jpg
Gdańsk Wrzeszcz,ul. Magellana,3,66,1003219,15300,Oferta biura nieruchomości,ponad tydzień temu,21,https://adresowo.pl/o/mieszkanie-gdansk-wrzeszcz-ul-magellana-3-pokojowe-i1j5r0,https://s2.adresowa.pl/oi/36/50/3a4e3a_e9e0_cover-3-pokojowe-mieszkanie-gdansk-wrzeszcz-ul-magellana.jpg
Gdańsk Jasień,ul. Lawendowe Wzgórze,2,50,725000,14500,Bez pośredników,ponad tydzień temu,18,https://adresowo.pl/o/mieszkanie-gdansk-jasien-ul-lawendowe-wzgorze-2-pokojowe-a7x8q9,https://s2.adresowa.pl/oi/7f/39/3a2e4e_7f3a_cover-2-pokojowe-mieszkanie-gdansk-jasien-ul-lawendowe-wzgorze.jpg
Gdańsk Osowa,ul. Homera,2,40,689000,17050,Bez pośredników,ponad tydzień temu,10,https://adresowo.pl/o/mieszkanie-gdansk-osowa-ul-homera-2-pokojowe-u2m5g5,https://s2.adresowa.pl/oi/47/34/3a2c96_5d13_cover-2-pokojowe-mieszkanie-gdansk-osowa-ul-homera.jpg
Gdańsk Przymorze,ul. Jagiellońska,2,40,1500000,37500,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-gdansk-przymorze-ul-jagiellonska-2-pokojowe-p9j4z6,https://s2.adresowa.pl/oi/53/32/3a2c92_c8c8_cover-2-pokojowe-mieszkanie-gdansk-przymorze-ul-jagiellonska.jpg
Gdańsk Wrzeszcz,ul. Magellana,2,53,790172,14800,Oferta biura nieruchomości,ponad tydzień temu,14,https://adresowo.pl/o/mieszkanie-gdansk-wrzeszcz-ul-magellana-2-pokojowe-c0l5h2,https://s2.adresowa.pl/oi/52/17/3a4e3e_7186_cover-2-pokojowe-mieszkanie-gdansk-wrzeszcz-ul-magellana.jpg
Gdańsk Orunia,ul. Dywizji Wołyńskiej,3,65,749000,11505,Oferta biura nieruchomości,ponad tydzień temu,17,https://adresowo.pl/o/mieszkanie-gdansk-orunia-ul-dywizji-wolynskiej-3-pokojowe-e6w8g9,https://s2.adresowa.pl/oi/45/73/3a4bdc_3fbe_cover-3-pokojowe-mieszkanie-gdansk-orunia-ul-dywizji-wolynskiej.jpg
Gdańsk Nowy Port,ul. Na Zaspę,2,32,380000,11875,Bez pośredników,ponad tydzień temu,11,https://adresowo.pl/o/mieszkanie-gdansk-nowy-port-ul-na-zaspe-2-pokojowe-j9x1i2,https://s2.adresowa.pl/oi/42/5f/3a2aee_8d4b_cover-2-pokojowe-mieszkanie-gdansk-nowy-port-ul-na-zaspe.jpg
Gdańsk Siedlce,ul. Powstańców Warszawskich,3,71,1600000,22535,Bez pośredników,ponad tydzień temu,18,https://adresowo.pl/o/mieszkanie-gdansk-siedlce-ul-powstancow-warszawskich-3-pokojowe-c7t0j1,https://s2.adresowa.pl/oi/21/43/3a2844_93e0_cover-3-pokojowe-mieszkanie-gdansk-siedlce-ul-powstancow-warszawskich.jpg
Gdańsk Zaspa,ul. Żwirki i Wigury,3,62,899000,14571,Bez pośredników,ponad tydzień temu,11,https://adresowo.pl/o/mieszkanie-gdansk-zaspa-ul-zwirki-i-wigury-3-pokojowe-j0n8w7,https://s2.adresowa.pl/oi/48/7c/3a27a0_794f_cover-3-pokojowe-mieszkanie-gdansk-zaspa-ul-zwirki-i-wigury.jpg
