locality,street,rooms,area,price_total_zl,price_sqm_zl,owner_type,date_posted,photo_count,url,image_url
Gdańsk Orunia Górna,ul. Kazimierza Wielkiego,3,51,zapytaj o cenę,,Bez pośredników,,7,https://adresowo.pl/o/mieszkanie-gdansk-orunia-gorna-ul-kazimierza-wielkiego-3-pokojowe-d2h2y0,https://s2.adresowa.pl/development/668314/nowe-mieszkania-poludnie-vita-98f8_cover.jpg
Gdańsk Sobieszewo,ul. Turystyczna,2,68,1089000,15937,Oferta biura nieruchomości,wczoraj,14,https://adresowo.pl/o/mieszkanie-gdansk-sobieszewo-ul-turystyczna-2-pokojowe-v5k5i4,https://s2.adresowa.pl/oi/29/5a/3a975a_a3fc_cover-2-pokojowe-mieszkanie-gdansk-sobieszewo-ul-turystyczna.jpg
Gdańsk Ujeścisko,ul. Przemyska,2,49,570000,11753,Oferta biura nieruchomości,wczoraj,10,https://adresowo.pl/o/mieszkanie-gdansk-ujescisko-ul-przemyska-2-pokojowe-l6g4c4,https://s2.adresowa.pl/oi/54/52/3a93c4_93e6_cover-2-pokojowe-mieszkanie-gdansk-ujescisko-ul-przemyska.jpg
Gdańsk Wrzeszcz,,3,78,1475000,18910,Bez pośredników,wczoraj,8,https://adresowo.pl/o/mieszkanie-gdansk-wrzeszcz-3-pokojowe-78-m2-p1j4z4,https://s2.adresowa.pl/oi/11/46/3a9418_469e_cover-3-pokojowe-mieszkanie-gdansk-wrzeszcz.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Gdańsk Strzyża,al. Wojska Polskiego,4,63,870000,13810,Bez pośredników,wczoraj,20,https://adresowo.pl/o/mieszkanie-gdansk-strzyza-al-wojska-polskiego-4-pokojowe-y3k1n2,https://s2.adresowa.pl/oi/2c/29/3a933c_b67d_cover-4-pokojowe-mieszkanie-gdansk-strzyza-al-wojska-polskiego.jpg
Gdańsk Wrzeszcz,ul. Jesionowa,1,47,zapytaj o cenę,,Bez pośredników,,6,https://adresowo.pl/o/mieszkanie-gdansk-wrzeszcz-ul-jesionowa-1-pokoj-g8y8d1,https://s2.adresowa.pl/development/671246/nowe-mieszkania-jesionowa-vita-3f7f_cover.jpg
Gdańsk Wrzeszcz,ul. Magellana,3,66,1045447,15944,Oferta biura nieruchomości,3 dni temu,14,https://adresowo.pl/o/mieszkanie-gdansk-wrzeszcz-ul-magellana-3-pokojowe-u1s1o0,https://s2.adresowa.pl/oi/58/3d/3a8d62_fe56_cover-3-pokojowe-mieszkanie-gdansk-wrzeszcz-ul-magellana.jpg
Gdańsk Orunia,ul. Czerska,2,33,379000,11601,Oferta biura nieruchomości,3 dni temu,9,https://adresowo.pl/o/mieszkanie-gdansk-orunia-ul-czerska-2-pokojowe-c5c0z5,https://s2.adresowa.pl/oi/35/6a/3a8b6a_8e25_cover-2-pokojowe-mieszkanie-gdansk-orunia-ul-czerska.jpg
Gdańsk Łostowice,ul. Olimpijska,3,68,709000,10446,Bez pośredników,3 dni temu,15,https://adresowo.pl/o/mieszkanie-gdansk-lostowice-ul-olimpijska-3-pokojowe-h4c0o7,https://s2.adresowa.pl/oi/39/7a/3a917a_39d7_cover-3-pokojowe-mieszkanie-gdansk-lostowice-ul-olimpijska.jpg
Gdańsk Wrzeszcz,ul. Bolesława Chrobrego,4,69,1299000,18851,Bez pośredników,3 dni temu,20,https://adresowo.pl/o/mieszkanie-gdansk-wrzeszcz-ul-boleslawa-chrobrego-4-pokojowe-c2e5e9,https://s2.adresowa.pl/oi/41/2a/3a8ebe_62e3_cover-4-pokojowe-mieszkanie-gdansk-wrzeszcz-ul-boleslawa-chrobrego.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Gdańsk Orunia Górna,ul. Kazimierza Wielkiego,1,33,zapytaj o cenę,,Bez pośredników,,7,https://adresowo.pl/o/mieszkanie-gdansk-orunia-gorna-ul-kazimierza-wielkiego-1-pokoj-a1j0i4,https://s2.adresowa.pl/development/668314/nowe-mieszkania-poludnie-vita-98f8_cover.jpg
Gdańsk Oliwa,ul. Antoniego Abrahama,3,56,770000,13824,Oferta biura nieruchomości,4 dni temu,13,https://adresowo.pl/o/mieszkanie-gdansk-oliwa-ul-antoniego-abrahama-3-pokojowe-c5k4y8,https://s2.adresowa.pl/oi/66/62/3a8a94_7e73_cover-3-pokojowe-mieszkanie-gdansk-oliwa-ul-antoniego-abrahama.jpg
Gdańsk,ul. Darłowska,3,48,599000,12445,Oferta biura nieruchomości,4 dni temu,16,https://adresowo.pl/o/mieszkanie-gdansk-ul-darlowska-3-pokojowe-h3j5u4,https://s2.adresowa.pl/oi/5a/18/3a8a56_fef5_cover-3-pokojowe-mieszkanie-gdansk-ul-darlowska.jpg
Gdańsk Długie Ogrody,ul. Angielska Grobla,3,68,899000,13221,Bez pośredników,3 dni temu,21,https://adresowo.pl/o/mieszkanie-gdansk-dlugie-ogrody-ul-angielska-grobla-3-pokojowe-w7v2o5,https://s2.adresowa.pl/oi/37/47/3a8e8e_6d1b_cover-3-pokojowe-mieszkanie-gdansk-dlugie-ogrody-ul-angielska-grobla.jpg
Gdańsk Brzeźno,ul. Gdańska,3,79,1670000,21086,Bez pośredników,4 dni temu,15,https://adresowo.pl/o/mieszkanie-gdansk-brzezno-ul-gdanska-3-pokojowe-y7g9y5,https://s2.adresowa.pl/oi/5a/56/3a8a9e_de37_cover-3-pokojowe-mieszkanie-gdansk-brzezno-ul-gdanska.jpg
Gdańsk Orunia Górna,ul. Kazimierza Wielkiego,4,87,zapytaj o cenę,,Bez pośredników,,7,https://adresowo.pl/o/mieszkanie-gdansk-orunia-gorna-ul-kazimierza-wielkiego-4-pokojowe-z1u8g8,https://s2.adresowa.pl/development/668314/nowe-mieszkania-poludnie-vita-98f8_cover.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Gdańsk Letnica,ul. Starowiejska,2,46,649200,14268,Oferta biura nieruchomości,4 dni temu,10,https://adresowo.pl/o/mieszkanie-gdansk-letnica-ul-starowiejska-2-pokojowe-b7i5a8,https://s2.adresowa.pl/oi/7d/68/3a850a_b06f_cover-2-pokojowe-mieszkanie-gdansk-letnica-ul-starowiejska.jpg
Gdańsk Łostowice,ul. Ofiar Grudnia 70,1,31,499900,16074,Oferta biura nieruchomości,6 dni temu,8,https://adresowo.pl/o/mieszkanie-gdansk-lostowice-ul-ofiar-grudnia-70-1-pokoj-o3u1u1,https://s2.adresowa.pl/oi/27/14/3a81fa_f077_cover-1-pokojowe-mieszkanie-gdansk-lostowice-ul-ofiar-grudnia-70.jpg
Gdańsk Suchanino,ul. Niccola Paganiniego,3,56,679000,12125,Bez pośredników,4 dni temu,16,https://adresowo.pl/o/mieszkanie-gdansk-suchanino-ul-niccola-paganiniego-3-pokojowe-i9w5v0,https://s2.adresowa.pl/oi/25/2d/3a87ae_2b6f_cover-3-pokojowe-mieszkanie-gdansk-suchanino-ul-niccola-paganiniego.jpg
Gdańsk Śródmieście,ul. Stępkarska,2,31,749999,23962,Bez pośredników,4 dni temu,8,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-stepkarska-2-pokojowe-a1e5q1,https://s2.adresowa.pl/oi/38/63/3a8712_41ce_cover-2-pokojowe-mieszkanie-gdansk-srodmiescie-ul-stepkarska.jpg
Gdańsk Orunia Górna,ul. Kazimierza Wielkiego,5,121,zapytaj o cenę,,Bez pośredników,,6,https://adresowo.pl/o/mieszkanie-gdansk-orunia-gorna-ul-kazimierza-wielkiego-5-pokojowe-u6o4q0,https://s2.adresowa.pl/development/668314/nowe-mieszkania-poludnie-vita-98f8_cover.jpg
Gdańsk Przymorze,ul. Obrońców Wybrzeża,3,65,1799000,27720,Oferta biura nieruchomości,ponad tydzień temu,18,https://adresowo.pl/o/mieszkanie-gdansk-przymorze-ul-obroncow-wybrzeza-3-pokojowe-r4m5h9,https://s2.adresowa.pl/oi/5f/3f/3a7ede_409e_cover-3-pokojowe-mieszkanie-gdansk-przymorze-ul-obroncow-wybrzeza.jpg
Gdańsk Orunia,,2,71,928287,13104,Oferta biura nieruchomości,ponad tydzień temu,18,https://adresowo.pl/o/mieszkanie-gdansk-orunia-2-pokojowe-70-m2-w9g3g1,https://s2.adresowa.pl/oi/36/4c/3a7b26_c33d_cover-2-pokojowe-mieszkanie-gdansk-orunia.jpg
Kraków Nowa Huta,os. Teatralne,2,51,589500,11493,Bez pośredników,3 dni temu,11,https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-os-teatralne-2-pokojowe-t7g1u5,https://s2.adresowa.pl/oi/64/7d/3a8f2c_fd09_cover-2-pokojowe-mieszkanie-krakow-nowa-huta-os-teatralne.jpg
Kraków Podgórze,ul. Mierzeja Wiślana,3,53,964400,18370,Bez pośredników,dzisiajnowe,20,https://adresowo.pl/o/mieszkanie-krakow-podgorze-ul-mierzeja-wislana-3-pokojowe-p6j0n3,https://s2.adresowa.pl/oi/25/1e/3a9f3e_6b6e_cover-3-pokojowe-mieszkanie-krakow-podgorze-ul-mierzeja-wislana.jpg
Kraków Kliny,ul. bpa Albina Małysiaka,1,24,469000,19542,Bez pośredników,dzisiajnowe,7,https://adresowo.pl/o/mieszkanie-krakow-kliny-ul-bpa-albina-malysiaka-1-pokoj-c8e6d6,https://s2.adresowa.pl/oi/7f/4b/3a9c14_5216_cover-1-pokojowe-mieszkanie-krakow-kliny-ul-bpa-albina-malysiaka.jpg
,,,,,,Pośrednik,,,https://adresowo.pl/mieszkania/krakow/czyzyny/,
Kraków,ul. Kobierzyńska,2,45,754947,16695,Bez pośredników,,2,https://adresowo.pl/o/mieszkanie-krakow-ul-kobierzynska-2-pokojowe-a1r5e5,https://s2.adresowa.pl/development/670664/nowe-mieszkania-apartamenty-casa-sole-4bda_cover.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Kraków Nowa Huta,os. Na Wzgórzach,3,52,589000,11327,Oferta biura nieruchomości,dzisiajnowe,22,https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-os-na-wzgorzach-3-pokojowe-h4f5e2,https://s2.adresowa.pl/oi/64/6d/3a9fce_d1af_cover-3-pokojowe-mieszkanie-krakow-nowa-huta-os-na-wzgorzach.jpg
Kraków Podgórze,ul. Soroki,1,31,449500,14500,Oferta biura nieruchomości,dzisiajnowe,5,https://adresowo.pl/o/mieszkanie-krakow-podgorze-ul-soroki-1-pokoj-k5h0k6,https://s2.adresowa.pl/oi/7b/2b/3a9a80_f103_cover-1-pokojowe-mieszkanie-krakow-podgorze-ul-soroki.jpg
Kraków Bieżanów,ul. Mariana Domagały,2,41,574000,14000,Bez pośredników,dzisiajnowe,10,https://adresowo.pl/o/mieszkanie-krakow-biezanow-ul-mariana-domagaly-2-pokojowe-f6s5y6,https://s2.adresowa.pl/oi/34/40/3a9be6_8fd3_cover-2-pokojowe-mieszkanie-krakow-biezanow-ul-mariana-domagaly.jpg
Kraków Grzegórzki,ul. Józefa Narzymskiego,2,45,679000,15204,Bez pośredników,dzisiajnowe,16,https://adresowo.pl/o/mieszkanie-krakow-grzegorzki-ul-jozefa-narzymskiego-2-pokojowe-h2y8x9,https://s2.adresowa.pl/oi/3b/29/3a9a6c_8bc5_cover-2-pokojowe-mieszkanie-krakow-grzegorzki-ul-jozefa-narzymskiego.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Kraków,ul. Kobierzyńska,3,59,868623,14700,Bez pośredników,,2,https://adresowo.pl/o/mieszkanie-krakow-ul-kobierzynska-3-pokojowe-w4e3o4,https://s2.adresowa.pl/development/670664/nowe-mieszkania-apartamenty-casa-sole-4bda_cover.jpg
Kraków,ul. Spółdzielców,2,37,536000,14486,Oferta biura nieruchomości,wczoraj,19,https://adresowo.pl/o/mieszkanie-krakow-ul-spoldzielcow-2-pokojowe-f0k6q9,https://s2.adresowa.pl/oi/36/29/3a9756_fce9_cover-2-pokojowe-mieszkanie-krakow-ul-spoldzielcow.jpg
Kraków Zwierzyniec,,4,92,1400000,15217,Oferta biura nieruchomości,wczoraj,10,https://adresowo.pl/o/mieszkanie-krakow-zwierzyniec-4-pokojowe-92-m2-w7a4q6,https://s2.adresowa.pl/oi/65/3e/3a93be_3f86_cover-4-pokojowe-mieszkanie-krakow-zwierzyniec.jpg
Kraków Kazimierz,ul. Bożego Ciała,2,48,915000,19142,Bez pośredników,dzisiajnowe,5,https://adresowo.pl/o/mieszkanie-krakow-kazimierz-ul-bozego-ciala-2-pokojowe-y7m5t8,https://s2.adresowa.pl/oi/12/31/3a9a38_df7c_cover-2-pokojowe-mieszkanie-krakow-kazimierz-ul-bozego-ciala.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Kraków Ludwinów,ul. Stanisława Konarskiego,1,17,410000,24118,Bez pośredników,wczorajnowe,17,https://adresowo.pl/o/mieszkanie-krakow-ludwinow-ul-stanislawa-konarskiego-1-pokoj-v5f1w1,https://s2.adresowa.pl/oi/3d/1d/3a99cc_a60f_cover-1-pokojowe-mieszkanie-krakow-ludwinow-ul-stanislawa-konarskiego.jpg
Kraków Krowodrza,ul. Żabiniec,2,48,zapytaj o cenę,,Bez pośredników,,7,https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-zabiniec-2-pokojowe-z2p5y8,https://s2.adresowa.pl/development/671656/nowe-mieszkania-zabiniec-vita-c08d_cover.jpg
Kraków Bieńczyce,os. Tysiąclecia,3,47,600000,12766,Oferta biura nieruchomości,wczoraj,20,https://adresowo.pl/o/mieszkanie-krakow-bienczyce-os-tysiaclecia-3-pokojowe-o6d0o3,https://s2.adresowa.pl/oi/4b/1a/3a936a_ff3c_cover-3-pokojowe-mieszkanie-krakow-bienczyce-os-tysiaclecia.jpg
Kraków,ul. Czysta,4,119,4000000,33613,Oferta biura nieruchomości,3 dni temu,11,https://adresowo.pl/o/mieszkanie-krakow-ul-czysta-4-pokojowe-o1g6t4,https://s2.adresowa.pl/oi/1b/75/3a9142_7798_cover-4-pokojowe-mieszkanie-krakow-ul-czysta.jpg
Kraków Wola Justowska,ul. Królowej Jadwigi,3,92,1915000,20815,Bez pośredników,wczoraj,19,https://adresowo.pl/o/mieszkanie-krakow-wola-justowska-ul-krolowej-jadwigi-3-pokojowe-z4d1a8,https://s2.adresowa.pl/oi/40/66/3a9648_d424_cover-3-pokojowe-mieszkanie-krakow-wola-justowska-ul-krolowej-jadwigi.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Kraków Stare Miasto,ul. Sukiennicza,2,47,1527500,32500,Bez pośredników,wczoraj,6,https://adresowo.pl/o/mieszkanie-krakow-stare-miasto-ul-sukiennicza-2-pokojowe-i8q6a6,https://s2.adresowa.pl/oi/10/76/3a9542_5019_cover-2-pokojowe-mieszkanie-krakow-stare-miasto-ul-sukiennicza.jpg
Kraków Płaszów,ul. Myśliwska,2,44,zapytaj o cenę,,Bez pośredników,,24,https://adresowo.pl/o/mieszkanie-krakow-plaszow-ul-mysliwska-2-pokojowe-y9t3e3,https://s2.adresowa.pl/development/671244/nowe-mieszkania-city-vibe-f7f8_cover.jpg
Kraków Ugorek,ul. Mieczysława Pszona,2,41,690000,16829,Oferta biura nieruchomości,3 dni temu,10,https://adresowo.pl/o/mieszkanie-krakow-ugorek-ul-mieczyslawa-pszona-2-pokojowe-a5a1f1,https://s2.adresowa.pl/oi/79/76/3a8dc2_3368_cover-2-pokojowe-mieszkanie-krakow-ugorek-ul-mieczyslawa-pszona.jpg
Kraków Dębniki,ul. Lubostroń,3,59,965000,16356,Oferta biura nieruchomości,3 dni temu,12,https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-lubostron-3-pokojowe-a5q6c5,https://s2.adresowa.pl/oi/47/6c/3a8d8e_a957_cover-3-pokojowe-mieszkanie-krakow-debniki-ul-lubostron.jpg
Kraków Czyżyny,,2,38,639000,16816,Bez pośredników,wczoraj,6,https://adresowo.pl/o/mieszkanie-krakow-czyzyny-2-pokojowe-38-m2-g7q8t2,https://s2.adresowa.pl/oi/33/66/3a94aa_6ed0_cover-2-pokojowe-mieszkanie-krakow-czyzyny.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Kraków Podgórze,ul. Przewóz,2,49,849999,17347,Bez pośredników,wczoraj,19,https://adresowo.pl/o/mieszkanie-krakow-podgorze-ul-przewoz-2-pokojowe-b2q4n1,https://s2.adresowa.pl/oi/32/52/3a93c8_79ab_cover-2-pokojowe-mieszkanie-krakow-podgorze-ul-przewoz.jpg
Kraków Bieżanów,ul. Henryka i Karola Czeczów,2,36,zapytaj o cenę,,Bez pośredników,,7,https://adresowo.pl/o/mieszkanie-krakow-biezanow-ul-henryka-i-karola-czeczow-2-pokojowe-c4l1s3,https://s2.adresowa.pl/development/449945/nowe-mieszkania-sloneczne-miasteczko-c8e4_cover.jpg
Kraków Czyżyny,ul. Bolesława Orlińskiego,2,33,655000,19848,Oferta biura nieruchomości,3 dni temu,8,https://adresowo.pl/o/mieszkanie-krakow-czyzyny-ul-boleslawa-orlinskiego-2-pokojowe-h7j4g5,https://s2.adresowa.pl/oi/72/24/3a8b6c_7958_cover-2-pokojowe-mieszkanie-krakow-czyzyny-ul-boleslawa-orlinskiego.jpg
Kraków Krowodrza,ul. Cieszyńska,2,46,1230000,26560,Oferta biura nieruchomości,4 dni temu,22,https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-cieszynska-2-pokojowe-p9i1z3,https://s2.adresowa.pl/oi/5a/2b/3a88ea_3e8f_cover-2-pokojowe-mieszkanie-krakow-krowodrza-ul-cieszynska.jpg
Kraków Wzgórza Krzesławickie,ul. Niebyła,3,52,700000,13462,Bez pośredników,wczoraj,8,https://adresowo.pl/o/mieszkanie-krakow-wzgorza-krzeslawickie-ul-niebyla-3-pokojowe-w4x5x2,https://s2.adresowa.pl/oi/3a/14/3a93ca_ec37_cover-3-pokojowe-mieszkanie-krakow-wzgorza-krzeslawickie-ul-niebyla.jpg
Kraków Stare Miasto,ul. Helclów,1,27,490000,18148,Bez pośredników,wczoraj,2,https://adresowo.pl/o/mieszkanie-krakow-stare-miasto-ul-helclow-1-pokoj-q9r6s7,https://s2.adresowa.pl/oi/47/30/3a93ce_7d87_cover-1-pokojowe-mieszkanie-krakow-stare-miasto-ul-helclow.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Kraków Czyżyny,ul. Romana Ciesielskiego,2,37,zapytaj o cenę,,Bez pośredników,,14,https://adresowo.pl/o/mieszkanie-krakow-czyzyny-ul-romana-ciesielskiego-2-pokojowe-u3i9k1,https://s2.adresowa.pl/development/671242/nowe-mieszkania-centralna-vita-def1_cover.jpg
Kraków Płaszów,ul. Bagrowa,2,44,865000,19830,Oferta biura nieruchomości,4 dni temu,12,https://adresowo.pl/o/mieszkanie-krakow-plaszow-ul-bagrowa-2-pokojowe-w3k2j1,https://s2.adresowa.pl/oi/64/6c/3a8502_b9c7_cover-2-pokojowe-mieszkanie-krakow-plaszow-ul-bagrowa.jpg
Kraków Prądnik Biały,ul. Papierni Prądnickich,3,82,1599999,19548,Oferta biura nieruchomości,4 dni temu,30,https://adresowo.pl/o/mieszkanie-krakow-pradnik-bialy-ul-papierni-pradnickich-3-pokojowe-j1f3a2,https://s2.adresowa.pl/oi/75/60/3a84ee_c81a_cover-3-pokojowe-mieszkanie-krakow-pradnik-bialy-ul-papierni-pradnickich.jpg
Kraków Ruczaj,ul. Kobierzyńska,2,44,820000,18636,Bez pośredników,wczoraj,8,https://adresowo.pl/o/mieszkanie-krakow-ruczaj-ul-kobierzynska-2-pokojowe-e0v0p2,https://s2.adresowa.pl/oi/55/1d/3a939c_956f_cover-2-pokojowe-mieszkanie-krakow-ruczaj-ul-kobierzynska.jpg
Kraków Czyżyny,ul. bp. Piotra Tomickiego,3,51,807000,15824,Bez pośredników,wczoraj,6,https://adresowo.pl/o/mieszkanie-krakow-czyzyny-ul-bp-piotra-tomickiego-3-pokojowe-a9n5t9,https://s2.adresowa.pl/oi/2a/53/3a9352_583e_cover-3-pokojowe-mieszkanie-krakow-czyzyny-ul-bp-piotra-tomickiego.jpg
Kraków Czyżyny,ul. Romana Ciesielskiego,3,52,zapytaj o cenę,,Bez pośredników,,14,https://adresowo.pl/o/mieszkanie-krakow-czyzyny-ul-romana-ciesielskiego-3-pokojowe-z3t9m8,https://s2.adresowa.pl/development/671242/nowe-mieszkania-centralna-vita-def1_cover.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Kraków Prądnik Czerwony,ul. Śliczna,2,51,839000,16451,Oferta biura nieruchomości,6 dni temu,22,https://adresowo.pl/o/mieszkanie-krakow-pradnik-czerwony-ul-sliczna-2-pokojowe-d8a4g3,https://s2.adresowa.pl/oi/19/28/3a81e6_ca3d_cover-2-pokojowe-mieszkanie-krakow-pradnik-czerwony-ul-sliczna.jpg
Kraków Krowodrza,ul. Zygmuntowska,2,44,575000,13068,Oferta biura nieruchomości,6 dni temu,20,https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-zygmuntowska-2-pokojowe-u4c6u0,https://s2.adresowa.pl/oi/55/59/3a81e0_8e75_cover-2-pokojowe-mieszkanie-krakow-krowodrza-ul-zygmuntowska.jpg
Kraków Bronowice Małe,ul. Wizjonerów,3,59,1150000,19377,Bez pośredników,wczoraj,14,https://adresowo.pl/o/mieszkanie-krakow-bronowice-male-ul-wizjonerow-3-pokojowe-q1a8j3,https://s2.adresowa.pl/oi/75/18/3a9312_353f_cover-3-pokojowe-mieszkanie-krakow-bronowice-male-ul-wizjonerow.jpg
Kraków Płaszów,ul. Mierzeja Wiślana,1,29,466000,16226,Bez pośredników,wczoraj,14,https://adresowo.pl/o/mieszkanie-krakow-plaszow-ul-mierzeja-wislana-1-pokoj-a9w4k3,https://s2.adresowa.pl/oi/29/23/3a92fc_2d34_cover-1-pokojowe-mieszkanie-krakow-plaszow-ul-mierzeja-wislana.jpg
Kraków Krowodrza,ul. Żabiniec,3,61,zapytaj o cenę,,Bez pośredników,,7,https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-zabiniec-3-pokojowe-f4w7r8,https://s2.adresowa.pl/development/671656/nowe-mieszkania-zabiniec-vita-c08d_cover.jpg
Kraków Stare Miasto,pl. gen. Władysława Sikorskiego,3,77,1578500,20500,Oferta biura nieruchomości,ponad tydzień temu,19,https://adresowo.pl/o/mieszkanie-krakow-stare-miasto-pl-gen-wladyslawa-sikorskiego-3-pokojowe-l8q0q1,https://s2.adresowa.pl/oi/1e/32/3a7eec_d222_cover-3-pokojowe-mieszkanie-krakow-stare-miasto-pl-gen-wladyslawa-sikorskiego.jpg
Kraków Grzegórzki,ul. Józefa Narzymskiego,2,43,576000,13395,Oferta biura nieruchomości,ponad tydzień temu,12,https://adresowo.pl/o/mieszkanie-krakow-grzegorzki-ul-jozefa-narzymskiego-2-pokojowe-z6l0x8,https://s2.adresowa.pl/oi/51/60/3a7c9c_899c_cover-2-pokojowe-mieszkanie-krakow-grzegorzki-ul-jozefa-narzymskiego.jpg
Kraków Ludwinów,ul. Stanisława Konarskiego,1,17,410000,24118,Bez pośredników,wczorajnowe,17,https://adresowo.pl/o/mieszkanie-krakow-ludwinow-ul-stanislawa-konarskiego-1-pokoj-v5f1w1,https://s2.adresowa.pl/oi/3d/1d/3a99cc_a60f_cover-1-pokojowe-mieszkanie-krakow-ludwinow-ul-stanislawa-konarskiego.jpg
Kraków Kurdwanów,ul. Turniejowa,2,53,800000,14987,Bez pośredników,2 dni temu,24,https://adresowo.pl/o/mieszkanie-krakow-kurdwanow-ul-turniejowa-2-pokojowe-k0y7o5,https://s2.adresowa.pl/oi/3a/29/3a92e2_f366_cover-2-pokojowe-mieszkanie-krakow-kurdwanow-ul-turniejowa.jpg
Kraków Prądnik Biały,ul. Eljasza Walerego Radzikowskiego,3,68,1250000,18350,Bez pośredników,3 dni temu,16,https://adresowo.pl/o/mieszkanie-krakow-pradnik-bialy-ul-eljasza-walerego-radzikowskiego-3-pokojowe-t4y2s4,https://s2.adresowa.pl/oi/68/76/3a924c_27c5_cover-3-pokojowe-mieszkanie-krakow-pradnik-bialy-ul-eljasza-walerego-radzikowskiego.jpg
,,,,,,Pośrednik,,,https://adresowo.pl/mieszkania/krakow/czyzyny/,
Kraków Płaszów,ul. Myśliwska,3,48,zapytaj o cenę,,Bez pośredników,,25,https://adresowo.pl/o/mieszkanie-krakow-plaszow-ul-mysliwska-3-pokojowe-r0q0y5,https://s2.adresowa.pl/development/671244/nowe-mieszkania-city-vibe-f7f8_cover.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Kraków Bieńczyce,os. Wysokie,2,44,620000,14091,Oferta biura nieruchomości,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-krakow-bienczyce-os-wysokie-2-pokojowe-b8o7m2,https://s2.adresowa.pl/oi/2c/70/3a7aae_9c83_cover-2-pokojowe-mieszkanie-krakow-bienczyce-os-wysokie.jpg
Kraków Prądnik Czerwony,ul. Akacjowa,3,59,750000,12712,Oferta biura nieruchomości,ponad tydzień temu,14,https://adresowo.pl/o/mieszkanie-krakow-pradnik-czerwony-ul-akacjowa-3-pokojowe-g8j6x0,https://s2.adresowa.pl/oi/39/7d/3a7a0a_b1e2_cover-3-pokojowe-mieszkanie-krakow-pradnik-czerwony-ul-akacjowa.jpg
Kraków Prądnik Biały,ul. Eljasza Walerego Radzikowskiego,3,60,1100000,18278,Bez pośredników,3 dni temu,18,https://adresowo.pl/o/mieszkanie-krakow-pradnik-bialy-ul-eljasza-walerego-radzikowskiego-3-pokojowe-e6q2j9,https://s2.adresowa.pl/oi/37/4a/3a9246_a547_cover-3-pokojowe-mieszkanie-krakow-pradnik-bialy-ul-eljasza-walerego-radzikowskiego.jpg
Kraków Swoszowice,ul. Macieja Dębskiego,2,49,665000,13580,Bez pośredników,3 dni temu,20,https://adresowo.pl/o/mieszkanie-krakow-swoszowice-ul-macieja-debskiego-2-pokojowe-x1h9i8,https://s2.adresowa.pl/oi/2e/14/3a91b6_34af_cover-2-pokojowe-mieszkanie-krakow-swoszowice-ul-macieja-debskiego.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Kraków Bieżanów,ul. Henryka i Karola Czeczów,3,56,zapytaj o cenę,,Bez pośredników,,7,https://adresowo.pl/o/mieszkanie-krakow-biezanow-ul-henryka-i-karola-czeczow-3-pokojowe-d7t0n4,https://s2.adresowa.pl/development/449945/nowe-mieszkania-sloneczne-miasteczko-c8e4_cover.jpg
Kraków,ul. Henryka i Karola Czeczów,3,53,759000,14321,Oferta biura nieruchomości,ponad tydzień temu,12,https://adresowo.pl/o/mieszkanie-krakow-ul-henryka-i-karola-czeczow-3-pokojowe-y6g2l9,https://s2.adresowa.pl/oi/78/74/3a78f6_5d1e_cover-3-pokojowe-mieszkanie-krakow-ul-henryka-i-karola-czeczow.jpg
Kraków Podgórze,ul. Spółdzielców,2,37,450000,12162,Oferta biura nieruchomości,ponad tydzień temu,7,https://adresowo.pl/o/mieszkanie-krakow-podgorze-ul-spoldzielcow-2-pokojowe-v7l3z0,https://s2.adresowa.pl/oi/21/75/3a76d2_cd82_cover-2-pokojowe-mieszkanie-krakow-podgorze-ul-spoldzielcow.jpg
Kraków Bieńczyce,ul. Gustawa Morcinka,2,37,578000,15622,Bez pośredników,3 dni temu,8,https://adresowo.pl/o/mieszkanie-krakow-bienczyce-ul-gustawa-morcinka-2-pokojowe-i6u3y5,https://s2.adresowa.pl/oi/1c/7f/3a8fa0_fbe7_cover-2-pokojowe-mieszkanie-krakow-bienczyce-ul-gustawa-morcinka.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
